OrderID,ProductID,CustomerID,OrderDate,ProductCategoryID,SupplierID,CustomerName,CustomerCountry,ProductName,SupplierName,UnitPrice,Quantity,Discount,NetLineRevenue
10255,2,RICSU,1994-08-12,1,1,Richter Supermarkt,Switzerland,Chang,Exotic Liquids,15.2,20,0,304
10255,16,RICSU,1994-08-12,3,7,Richter Supermarkt,Switzerland,Pavlova,"Pavlova, Ltd.",13.9,35,0,486.5
10255,36,RICSU,1994-08-12,8,17,Richter Supermarkt,Switzerland,Inlagd Sill,Svensk Sjöföda AB,15.2,25,0,380
10255,59,RICSU,1994-08-12,4,28,Richter Supermarkt,Switzerland,Raclette Courdavault,Gai pâturage,44,30,0,1320
10256,53,WELLI,1994-08-15,6,24,Wellington Importadora,Brazil,Perth Pasties,"G'day, Mate",26.2,15,0,393
10256,77,WELLI,1994-08-15,2,12,Wellington Importadora,Brazil,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,10.4,12,0,124.80000000000001
10257,27,HILAA,1994-08-16,3,11,HILARIÓN-Abastos,Venezuela,Schoggi Schokolade,Heli Süßwaren GmbH & Co. KG,35.1,25,0,877.5
10257,39,HILAA,1994-08-16,1,18,HILARIÓN-Abastos,Venezuela,Chartreuse verte,Aux joyeux ecclésiastiques,14.4,6,0,86.4
10257,77,HILAA,1994-08-16,2,12,HILARIÓN-Abastos,Venezuela,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,10.4,15,0,156
10258,2,ERNSH,1994-08-17,1,1,Ernst Handel,Austria,Chang,Exotic Liquids,15.2,50,0.2,608
10258,5,ERNSH,1994-08-17,2,2,Ernst Handel,Austria,Chef Anton's Gumbo Mix,New Orleans Cajun Delights,17,65,0.2,884
10258,32,ERNSH,1994-08-17,4,14,Ernst Handel,Austria,Mascarpone Fabioli,Formaggi Fortini s.r.l.,25.6,6,0.2,122.88000000000002
10259,21,CENTC,1994-08-18,3,8,Centro comercial Moctezuma,Mexico,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",8,10,0,80
10259,37,CENTC,1994-08-18,8,17,Centro comercial Moctezuma,Mexico,Gravad lax,Svensk Sjöföda AB,20.8,1,0,20.8
10260,41,OTTIK,1994-08-19,8,19,Ottilies Käseladen,Germany,Jack's New England Clam Chowder,New England Seafood Cannery,7.7,16,0.25,92.4
10260,57,OTTIK,1994-08-19,5,26,Ottilies Käseladen,Germany,Ravioli Angelo,Pasta Buttini s.r.l.,15.6,50,0,780
10260,62,OTTIK,1994-08-19,3,29,Ottilies Käseladen,Germany,Tarte au sucre,Forêts d'érables,39.4,15,0.25,443.25
10260,70,OTTIK,1994-08-19,1,7,Ottilies Käseladen,Germany,Outback Lager,"Pavlova, Ltd.",12,21,0.25,189
10261,21,QUEDE,1994-08-19,3,8,Que Delícia,Brazil,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",8,20,0,160
10261,35,QUEDE,1994-08-19,1,16,Que Delícia,Brazil,Steeleye Stout,Bigfoot Breweries,14.4,20,0,288
10262,5,RATTC,1994-08-22,2,2,Rattlesnake Canyon Grocery,USA,Chef Anton's Gumbo Mix,New Orleans Cajun Delights,17,12,0.2,163.20000000000002
10262,7,RATTC,1994-08-22,7,3,Rattlesnake Canyon Grocery,USA,Uncle Bob's Organic Dried Pears,Grandma Kelly's Homestead,24,15,0,360
10262,56,RATTC,1994-08-22,5,26,Rattlesnake Canyon Grocery,USA,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,30.4,2,0,60.8
10263,16,ERNSH,1994-08-23,3,7,Ernst Handel,Austria,Pavlova,"Pavlova, Ltd.",13.9,60,0.25,625.5
10263,24,ERNSH,1994-08-23,1,10,Ernst Handel,Austria,Guaraná Fantástica,Refrescos Americanas LTDA,3.6,28,0,100.8
10263,30,ERNSH,1994-08-23,8,13,Ernst Handel,Austria,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,20.7,60,0.25,931.5
10263,74,ERNSH,1994-08-23,7,4,Ernst Handel,Austria,Longlife Tofu,Tokyo Traders,8,36,0.25,216
10264,2,FOLKO,1994-08-24,1,1,Folk och fä HB,Sweden,Chang,Exotic Liquids,15.2,35,0,532
10264,41,FOLKO,1994-08-24,8,19,Folk och fä HB,Sweden,Jack's New England Clam Chowder,New England Seafood Cannery,7.7,25,0.15,163.625
10265,17,BLONP,1994-08-25,6,7,Blondel père et fils,France,Alice Mutton,"Pavlova, Ltd.",31.2,30,0,936
10265,70,BLONP,1994-08-25,1,7,Blondel père et fils,France,Outback Lager,"Pavlova, Ltd.",12,20,0,240
10266,12,WARTH,1994-08-26,4,5,Wartian Herkku,Finland,Queso Manchego La Pastora,Cooperativa de Quesos 'Las Cabras',30.4,12,0.05,346.55999999999995
10267,40,FRANK,1994-08-29,8,19,Frankenversand,Germany,Boston Crab Meat,New England Seafood Cannery,14.7,50,0,735
10267,59,FRANK,1994-08-29,4,28,Frankenversand,Germany,Raclette Courdavault,Gai pâturage,44,70,0.15,2618
10267,76,FRANK,1994-08-29,1,23,Frankenversand,Germany,Lakkalikööri,Karkki Oy,14.4,15,0.15,183.6
10268,29,GROSR,1994-08-30,6,12,GROSELLA-Restaurante,Venezuela,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,99,10,0,990
10268,72,GROSR,1994-08-30,4,14,GROSELLA-Restaurante,Venezuela,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,27.8,4,0,111.2
10269,33,WHITC,1994-08-31,4,15,White Clover Markets,USA,Geitost,Norske Meierier,2,60,0.05,114
10269,72,WHITC,1994-08-31,4,14,White Clover Markets,USA,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,27.8,20,0.05,528.1999999999999
10270,36,WARTH,1994-09-01,8,17,Wartian Herkku,Finland,Inlagd Sill,Svensk Sjöföda AB,15.2,30,0,456
10270,43,WARTH,1994-09-01,1,20,Wartian Herkku,Finland,Ipoh Coffee,Leka Trading,36.8,25,0,919.9999999999999
10271,33,SPLIR,1994-09-01,4,15,Split Rail Beer & Ale,USA,Geitost,Norske Meierier,2,24,0,48
10272,20,RATTC,1994-09-02,3,8,Rattlesnake Canyon Grocery,USA,Sir Rodney's Marmalade,"Specialty Biscuits, Ltd.",64.8,6,0,388.79999999999995
10272,31,RATTC,1994-09-02,4,14,Rattlesnake Canyon Grocery,USA,Gorgonzola Telino,Formaggi Fortini s.r.l.,10,40,0,400
10272,72,RATTC,1994-09-02,4,14,Rattlesnake Canyon Grocery,USA,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,27.8,24,0,667.2
10273,10,QUICK,1994-09-05,8,4,QUICK-Stop,Germany,Ikura,Tokyo Traders,24.8,24,0.05,565.44
10273,31,QUICK,1994-09-05,4,14,QUICK-Stop,Germany,Gorgonzola Telino,Formaggi Fortini s.r.l.,10,15,0.05,142.5
10273,33,QUICK,1994-09-05,4,15,QUICK-Stop,Germany,Geitost,Norske Meierier,2,20,0,40
10273,40,QUICK,1994-09-05,8,19,QUICK-Stop,Germany,Boston Crab Meat,New England Seafood Cannery,14.7,60,0.05,837.9
10273,76,QUICK,1994-09-05,1,23,QUICK-Stop,Germany,Lakkalikööri,Karkki Oy,14.4,33,0.05,451.43999999999994
10274,71,VINET,1994-09-06,4,15,Vins et alcools Chevalier,France,Fløtemysost,Norske Meierier,17.2,20,0,344
10274,72,VINET,1994-09-06,4,14,Vins et alcools Chevalier,France,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,27.8,7,0,194.6
10275,24,MAGAA,1994-09-07,1,10,Magazzini Alimentari Riuniti,Italy,Guaraná Fantástica,Refrescos Americanas LTDA,3.6,12,0.05,41.04
10275,59,MAGAA,1994-09-07,4,28,Magazzini Alimentari Riuniti,Italy,Raclette Courdavault,Gai pâturage,44,6,0.05,250.79999999999998
10276,10,TORTU,1994-09-08,8,4,Tortuga Restaurante,Mexico,Ikura,Tokyo Traders,24.8,15,0,372
10276,13,TORTU,1994-09-08,8,6,Tortuga Restaurante,Mexico,Konbu,Mayumi's,4.8,10,0,48
10277,28,MORGK,1994-09-09,7,12,Morgenstern Gesundkost,Germany,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,36.4,20,0,728
10277,62,MORGK,1994-09-09,3,29,Morgenstern Gesundkost,Germany,Tarte au sucre,Forêts d'érables,39.4,12,0,472.79999999999995
10278,44,BERGS,1994-09-12,2,20,Berglunds snabbköp,Sweden,Gula Malacca,Leka Trading,15.5,16,0,248
10278,59,BERGS,1994-09-12,4,28,Berglunds snabbköp,Sweden,Raclette Courdavault,Gai pâturage,44,15,0,660
10278,63,BERGS,1994-09-12,2,7,Berglunds snabbköp,Sweden,Vegie-spread,"Pavlova, Ltd.",35.1,8,0,280.8
10278,73,BERGS,1994-09-12,8,17,Berglunds snabbköp,Sweden,Röd Kaviar,Svensk Sjöföda AB,12,25,0,300
10279,17,LEHMS,1994-09-13,6,7,Lehmanns Marktstand,Germany,Alice Mutton,"Pavlova, Ltd.",31.2,15,0.25,351
10280,24,BERGS,1994-09-14,1,10,Berglunds snabbköp,Sweden,Guaraná Fantástica,Refrescos Americanas LTDA,3.6,12,0,43.2
10280,55,BERGS,1994-09-14,6,25,Berglunds snabbköp,Sweden,Pâté chinois,Ma Maison,19.2,20,0,384
10280,75,BERGS,1994-09-14,1,12,Berglunds snabbköp,Sweden,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,6.2,30,0,186
10281,19,ROMEY,1994-09-14,3,8,Romero y tomillo,Spain,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",7.3,1,0,7.3
10281,24,ROMEY,1994-09-14,1,10,Romero y tomillo,Spain,Guaraná Fantástica,Refrescos Americanas LTDA,3.6,6,0,21.6
10281,35,ROMEY,1994-09-14,1,16,Romero y tomillo,Spain,Steeleye Stout,Bigfoot Breweries,14.4,4,0,57.6
10282,30,ROMEY,1994-09-15,8,13,Romero y tomillo,Spain,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,20.7,6,0,124.19999999999999
10282,57,ROMEY,1994-09-15,5,26,Romero y tomillo,Spain,Ravioli Angelo,Pasta Buttini s.r.l.,15.6,2,0,31.2
10283,15,LILAS,1994-09-16,2,6,LILA-Supermercado,Venezuela,Genen Shouyu,Mayumi's,12.4,20,0,248
10283,19,LILAS,1994-09-16,3,8,LILA-Supermercado,Venezuela,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",7.3,18,0,131.4
10283,60,LILAS,1994-09-16,4,28,LILA-Supermercado,Venezuela,Camembert Pierrot,Gai pâturage,27.2,35,0,952
10283,72,LILAS,1994-09-16,4,14,LILA-Supermercado,Venezuela,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,27.8,3,0,83.4
10284,27,LEHMS,1994-09-19,3,11,Lehmanns Marktstand,Germany,Schoggi Schokolade,Heli Süßwaren GmbH & Co. KG,35.1,15,0.25,394.875
10284,44,LEHMS,1994-09-19,2,20,Lehmanns Marktstand,Germany,Gula Malacca,Leka Trading,15.5,21,0,325.5
10284,60,LEHMS,1994-09-19,4,28,Lehmanns Marktstand,Germany,Camembert Pierrot,Gai pâturage,27.2,20,0.25,408
10284,67,LEHMS,1994-09-19,1,16,Lehmanns Marktstand,Germany,Laughing Lumberjack Lager,Bigfoot Breweries,11.2,5,0.25,42
10285,1,QUICK,1994-09-20,1,1,QUICK-Stop,Germany,Chai,Exotic Liquids,14.4,45,0.2,518.4
10285,40,QUICK,1994-09-20,8,19,QUICK-Stop,Germany,Boston Crab Meat,New England Seafood Cannery,14.7,40,0.2,470.40000000000003
10285,53,QUICK,1994-09-20,6,24,QUICK-Stop,Germany,Perth Pasties,"G'day, Mate",26.2,36,0.2,754.56
10286,35,QUICK,1994-09-21,1,16,QUICK-Stop,Germany,Steeleye Stout,Bigfoot Breweries,14.4,100,0,1440
10286,62,QUICK,1994-09-21,3,29,QUICK-Stop,Germany,Tarte au sucre,Forêts d'érables,39.4,40,0,1576
10287,16,RICAR,1994-09-22,3,7,Ricardo Adocicados,Brazil,Pavlova,"Pavlova, Ltd.",13.9,40,0.15,472.59999999999997
10287,34,RICAR,1994-09-22,1,16,Ricardo Adocicados,Brazil,Sasquatch Ale,Bigfoot Breweries,11.2,20,0,224
10287,46,RICAR,1994-09-22,8,21,Ricardo Adocicados,Brazil,Spegesild,Lyngbysild,9.6,15,0.15,122.39999999999999
10288,54,REGGC,1994-09-23,6,25,Reggiani Caseifici,Italy,Tourtière,Ma Maison,5.9,10,0.1,53.1
10288,68,REGGC,1994-09-23,3,8,Reggiani Caseifici,Italy,Scottish Longbreads,"Specialty Biscuits, Ltd.",10,3,0.1,27
10289,3,BSBEV,1994-09-26,2,1,B's Beverages,UK,Aniseed Syrup,Exotic Liquids,8,30,0,240
10289,64,BSBEV,1994-09-26,5,12,B's Beverages,UK,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,26.6,9,0,239.4
10290,5,COMMI,1994-09-27,2,2,Comércio Mineiro,Brazil,Chef Anton's Gumbo Mix,New Orleans Cajun Delights,17,20,0,340
10290,29,COMMI,1994-09-27,6,12,Comércio Mineiro,Brazil,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,99,15,0,1485
10290,49,COMMI,1994-09-27,3,23,Comércio Mineiro,Brazil,Maxilaku,Karkki Oy,16,15,0,240
10290,77,COMMI,1994-09-27,2,12,Comércio Mineiro,Brazil,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,10.4,10,0,104
10291,13,QUEDE,1994-09-27,8,6,Que Delícia,Brazil,Konbu,Mayumi's,4.8,20,0.1,86.4
10291,44,QUEDE,1994-09-27,2,20,Que Delícia,Brazil,Gula Malacca,Leka Trading,15.5,24,0.1,334.8
10291,51,QUEDE,1994-09-27,7,24,Que Delícia,Brazil,Manjimup Dried Apples,"G'day, Mate",42.4,2,0.1,76.32
10292,20,TRADH,1994-09-28,3,8,Tradição Hipermercados,Brazil,Sir Rodney's Marmalade,"Specialty Biscuits, Ltd.",64.8,20,0,1296
10293,18,TORTU,1994-09-29,8,7,Tortuga Restaurante,Mexico,Carnarvon Tigers,"Pavlova, Ltd.",50,12,0,600
10293,24,TORTU,1994-09-29,1,10,Tortuga Restaurante,Mexico,Guaraná Fantástica,Refrescos Americanas LTDA,3.6,10,0,36
10293,63,TORTU,1994-09-29,2,7,Tortuga Restaurante,Mexico,Vegie-spread,"Pavlova, Ltd.",35.1,5,0,175.5
10293,75,TORTU,1994-09-29,1,12,Tortuga Restaurante,Mexico,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,6.2,6,0,37.2
10294,1,RATTC,1994-09-30,1,1,Rattlesnake Canyon Grocery,USA,Chai,Exotic Liquids,14.4,18,0,259.2
10294,17,RATTC,1994-09-30,6,7,Rattlesnake Canyon Grocery,USA,Alice Mutton,"Pavlova, Ltd.",31.2,15,0,468
10294,43,RATTC,1994-09-30,1,20,Rattlesnake Canyon Grocery,USA,Ipoh Coffee,Leka Trading,36.8,15,0,552
10294,60,RATTC,1994-09-30,4,28,Rattlesnake Canyon Grocery,USA,Camembert Pierrot,Gai pâturage,27.2,21,0,571.1999999999999
10294,75,RATTC,1994-09-30,1,12,Rattlesnake Canyon Grocery,USA,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,6.2,6,0,37.2
10295,56,VINET,1994-10-03,5,26,Vins et alcools Chevalier,France,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,30.4,4,0,121.6
10296,11,LILAS,1994-10-04,4,5,LILA-Supermercado,Venezuela,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',16.8,12,0,201.60000000000002
10296,16,LILAS,1994-10-04,3,7,LILA-Supermercado,Venezuela,Pavlova,"Pavlova, Ltd.",13.9,30,0,417
10296,69,LILAS,1994-10-04,4,15,LILA-Supermercado,Venezuela,Gudbrandsdalsost,Norske Meierier,28.8,15,0,432
10297,39,BLONP,1994-10-05,1,18,Blondel père et fils,France,Chartreuse verte,Aux joyeux ecclésiastiques,14.4,60,0,864
10297,72,BLONP,1994-10-05,4,14,Blondel père et fils,France,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,27.8,20,0,556
10298,2,HUNGO,1994-10-06,1,1,Hungry Owl All-Night Grocers,Ireland,Chang,Exotic Liquids,15.2,40,0,608
10298,36,HUNGO,1994-10-06,8,17,Hungry Owl All-Night Grocers,Ireland,Inlagd Sill,Svensk Sjöföda AB,15.2,40,0.25,456
10298,59,HUNGO,1994-10-06,4,28,Hungry Owl All-Night Grocers,Ireland,Raclette Courdavault,Gai pâturage,44,30,0.25,990
10298,62,HUNGO,1994-10-06,3,29,Hungry Owl All-Night Grocers,Ireland,Tarte au sucre,Forêts d'érables,39.4,15,0,591
10299,19,RICAR,1994-10-07,3,8,Ricardo Adocicados,Brazil,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",7.3,15,0,109.5
10299,70,RICAR,1994-10-07,1,7,Ricardo Adocicados,Brazil,Outback Lager,"Pavlova, Ltd.",12,20,0,240
10300,66,MAGAA,1994-10-10,2,2,Magazzini Alimentari Riuniti,Italy,Louisiana Hot Spiced Okra,New Orleans Cajun Delights,13.6,30,0,408
10300,68,MAGAA,1994-10-10,3,8,Magazzini Alimentari Riuniti,Italy,Scottish Longbreads,"Specialty Biscuits, Ltd.",10,20,0,200
10301,40,MAGAA,1994-10-10,8,19,Magazzini Alimentari Riuniti,Italy,Boston Crab Meat,New England Seafood Cannery,14.7,10,0,147
10301,56,MAGAA,1994-10-10,5,26,Magazzini Alimentari Riuniti,Italy,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,30.4,20,0,608
10302,17,SUPRD,1994-10-11,6,7,Suprêmes délices,Belgium,Alice Mutton,"Pavlova, Ltd.",31.2,40,0,1248
10302,28,SUPRD,1994-10-11,7,12,Suprêmes délices,Belgium,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,36.4,28,0,1019.1999999999999
10302,43,SUPRD,1994-10-11,1,20,Suprêmes délices,Belgium,Ipoh Coffee,Leka Trading,36.8,12,0,441.59999999999997
10303,40,GODOS,1994-10-12,8,19,Godos Cocina Típica,Spain,Boston Crab Meat,New England Seafood Cannery,14.7,40,0.1,529.2
10303,65,GODOS,1994-10-12,2,2,Godos Cocina Típica,Spain,Louisiana Fiery Hot Pepper Sauce,New Orleans Cajun Delights,16.8,30,0.1,453.6
10303,68,GODOS,1994-10-12,3,8,Godos Cocina Típica,Spain,Scottish Longbreads,"Specialty Biscuits, Ltd.",10,15,0.1,135
10304,49,TORTU,1994-10-13,3,23,Tortuga Restaurante,Mexico,Maxilaku,Karkki Oy,16,30,0,480
10304,59,TORTU,1994-10-13,4,28,Tortuga Restaurante,Mexico,Raclette Courdavault,Gai pâturage,44,10,0,440
10304,71,TORTU,1994-10-13,4,15,Tortuga Restaurante,Mexico,Fløtemysost,Norske Meierier,17.2,2,0,34.4
10305,18,OLDWO,1994-10-14,8,7,Old World Delicatessen,USA,Carnarvon Tigers,"Pavlova, Ltd.",50,25,0.1,1125
10305,29,OLDWO,1994-10-14,6,12,Old World Delicatessen,USA,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,99,25,0.1,2227.5
10305,39,OLDWO,1994-10-14,1,18,Old World Delicatessen,USA,Chartreuse verte,Aux joyeux ecclésiastiques,14.4,30,0.1,388.8
10306,30,ROMEY,1994-10-17,8,13,Romero y tomillo,Spain,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,20.7,10,0,207
10306,53,ROMEY,1994-10-17,6,24,Romero y tomillo,Spain,Perth Pasties,"G'day, Mate",26.2,10,0,262
10306,54,ROMEY,1994-10-17,6,25,Romero y tomillo,Spain,Tourtière,Ma Maison,5.9,5,0,29.5
10307,62,LONEP,1994-10-18,3,29,Lonesome Pine Restaurant,USA,Tarte au sucre,Forêts d'érables,39.4,10,0,394
10307,68,LONEP,1994-10-18,3,8,Lonesome Pine Restaurant,USA,Scottish Longbreads,"Specialty Biscuits, Ltd.",10,3,0,30
10308,69,ANATR,1994-10-19,4,15,Ana Trujillo Emparedados y helados,Mexico,Gudbrandsdalsost,Norske Meierier,28.8,1,0,28.8
10308,70,ANATR,1994-10-19,1,7,Ana Trujillo Emparedados y helados,Mexico,Outback Lager,"Pavlova, Ltd.",12,5,0,60
10309,4,HUNGO,1994-10-20,2,2,Hungry Owl All-Night Grocers,Ireland,Chef Anton's Cajun Seasoning,New Orleans Cajun Delights,17.6,20,0,352
10309,6,HUNGO,1994-10-20,2,3,Hungry Owl All-Night Grocers,Ireland,Grandma's Boysenberry Spread,Grandma Kelly's Homestead,20,30,0,600
10309,42,HUNGO,1994-10-20,5,20,Hungry Owl All-Night Grocers,Ireland,Singaporean Hokkien Fried Mee,Leka Trading,11.2,2,0,22.4
10309,43,HUNGO,1994-10-20,1,20,Hungry Owl All-Night Grocers,Ireland,Ipoh Coffee,Leka Trading,36.8,20,0,736
10309,71,HUNGO,1994-10-20,4,15,Hungry Owl All-Night Grocers,Ireland,Fløtemysost,Norske Meierier,17.2,3,0,51.599999999999994
10310,16,THEBI,1994-10-21,3,7,The Big Cheese,USA,Pavlova,"Pavlova, Ltd.",13.9,10,0,139
10310,62,THEBI,1994-10-21,3,29,The Big Cheese,USA,Tarte au sucre,Forêts d'érables,39.4,5,0,197
10311,42,DUMON,1994-10-21,5,20,Du monde entier,France,Singaporean Hokkien Fried Mee,Leka Trading,11.2,6,0,67.19999999999999
10311,69,DUMON,1994-10-21,4,15,Du monde entier,France,Gudbrandsdalsost,Norske Meierier,28.8,7,0,201.6
10312,28,WANDK,1994-10-24,7,12,Die Wandernde Kuh,Germany,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,36.4,4,0,145.6
10312,43,WANDK,1994-10-24,1,20,Die Wandernde Kuh,Germany,Ipoh Coffee,Leka Trading,36.8,24,0,883.1999999999999
10312,53,WANDK,1994-10-24,6,24,Die Wandernde Kuh,Germany,Perth Pasties,"G'day, Mate",26.2,20,0,524
10312,75,WANDK,1994-10-24,1,12,Die Wandernde Kuh,Germany,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,6.2,10,0,62
10313,36,QUICK,1994-10-25,8,17,QUICK-Stop,Germany,Inlagd Sill,Svensk Sjöföda AB,15.2,12,0,182.39999999999998
10314,32,RATTC,1994-10-26,4,14,Rattlesnake Canyon Grocery,USA,Mascarpone Fabioli,Formaggi Fortini s.r.l.,25.6,40,0.1,921.6
10314,58,RATTC,1994-10-26,8,27,Rattlesnake Canyon Grocery,USA,Escargots de Bourgogne,Escargots Nouveaux,10.6,30,0.1,286.2
10314,62,RATTC,1994-10-26,3,29,Rattlesnake Canyon Grocery,USA,Tarte au sucre,Forêts d'érables,39.4,25,0.1,886.5
10315,34,ISLAT,1994-10-27,1,16,Island Trading,UK,Sasquatch Ale,Bigfoot Breweries,11.2,14,0,156.79999999999998
10315,70,ISLAT,1994-10-27,1,7,Island Trading,UK,Outback Lager,"Pavlova, Ltd.",12,30,0,360
10316,41,RATTC,1994-10-28,8,19,Rattlesnake Canyon Grocery,USA,Jack's New England Clam Chowder,New England Seafood Cannery,7.7,10,0,77
10316,62,RATTC,1994-10-28,3,29,Rattlesnake Canyon Grocery,USA,Tarte au sucre,Forêts d'érables,39.4,70,0,2758
10317,1,LONEP,1994-10-31,1,1,Lonesome Pine Restaurant,USA,Chai,Exotic Liquids,14.4,20,0,288
10318,41,ISLAT,1994-11-01,8,19,Island Trading,UK,Jack's New England Clam Chowder,New England Seafood Cannery,7.7,20,0,154
10318,76,ISLAT,1994-11-01,1,23,Island Trading,UK,Lakkalikööri,Karkki Oy,14.4,6,0,86.4
10319,17,TORTU,1994-11-02,6,7,Tortuga Restaurante,Mexico,Alice Mutton,"Pavlova, Ltd.",31.2,8,0,249.6
10319,28,TORTU,1994-11-02,7,12,Tortuga Restaurante,Mexico,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,36.4,14,0,509.59999999999997
10319,76,TORTU,1994-11-02,1,23,Tortuga Restaurante,Mexico,Lakkalikööri,Karkki Oy,14.4,30,0,432
10320,71,WARTH,1994-11-03,4,15,Wartian Herkku,Finland,Fløtemysost,Norske Meierier,17.2,30,0,516
10321,35,ISLAT,1994-11-03,1,16,Island Trading,UK,Steeleye Stout,Bigfoot Breweries,14.4,10,0,144
10322,52,PERIC,1994-11-04,5,24,Pericles Comidas clásicas,Mexico,Filo Mix,"G'day, Mate",5.6,20,0,112
10323,15,KOENE,1994-11-07,2,6,Königlich Essen,Germany,Genen Shouyu,Mayumi's,12.4,5,0,62
